http://library.ucsd.edu/ark:/20775/bb79879420	La Jolla (San Diego, Calif.) -- Pacific Beach (San Diego, Calif.) -- San Diego (Calif.)	http://library.ucsd.edu/dc/object/bb1980683b
http://library.ucsd.edu/ark:/20775/bb9899221v	Pacific Ocean -- San Diego (Calif.)	http://library.ucsd.edu/dc/object/bb91821159
http://library.ucsd.edu/ark:/20775/bb76125094	Pacific Ocean -- Point Loma (San Diego, Calif.)	http://library.ucsd.edu/dc/object/bb6110412p
http://library.ucsd.edu/ark:/20775/bb16738900	Mission Bay (San Diego, Calif.) -- Pacific Beach (San Diego, Calif.)	http://library.ucsd.edu/dc/object/bb6281071p
http://library.ucsd.edu/ark:/20775/bb6486223z	Ocean Beach (San Diego, Calif.) --	http://library.ucsd.edu/dc/object/bb3653051v
http://library.ucsd.edu/ark:/20775/bb51892806	Coronado (Calif.) -- San Diego (Calif.)	http://library.ucsd.edu/dc/object/bb0990917f
http://library.ucsd.edu/ark:/20775/bb8738802r	Mission Beach (San Diego, Calif.) -- Mission Bay (San Diego, Calif.)	http://library.ucsd.edu/dc/object/bb4369789q
http://library.ucsd.edu/ark:/20775/bb6759260g	Coronado (Calif.) -- Naval Air Station North Island (Calif.)	http://library.ucsd.edu/dc/object/bb4642825k
http://library.ucsd.edu/ark:/20775/bb77148990	Coronado (Calif.) -- Silver Strand State Beach (Calif.)	http://library.ucsd.edu/dc/object/bb2526762f
http://library.ucsd.edu/ark:/20775/bb4199508w	Mission Bay (San Diego, Calif.) --	http://library.ucsd.edu/dc/object/bb18441691
http://library.ucsd.edu/ark:/20775/bb25954270	Jamaica -- Politics and government	http://library.ucsd.edu/dc/object/bb3175569k
http://library.ucsd.edu/ark:/20775/bb3516912v	Silver Strand State Beach (Calif.) -- Coronado (Calif.)	http://library.ucsd.edu/dc/object/bb7134319k
http://library.ucsd.edu/ark:/20775/bb9319009c	Ocean Beach (San Diego, Calif.) -- Mission Beach (San Diego, Calif.)	http://library.ucsd.edu/dc/object/bb62810658
http://library.ucsd.edu/ark:/20775/bb66568697	Pacific Beach (San Diego, Calif.) -- Mission Bay (San Diego, Calif.)	http://library.ucsd.edu/dc/object/bb2151335f
http://library.ucsd.edu/ark:/20775/bb2492960z	Buñol--Valencia--Spain	http://library.ucsd.edu/dc/object/bb6144566d
http://library.ucsd.edu/ark:/20775/bb86363627	Valencia--Valencia--Spain	http://library.ucsd.edu/dc/object/bb1127456d
http://library.ucsd.edu/ark:/20775/bb73394235	Alcira--Valencia--Spain	http://library.ucsd.edu/dc/object/bb85677957
http://library.ucsd.edu/ark:/20775/bb4745539c	Madrid--Madrid--Spain	http://library.ucsd.edu/dc/object/bb3755468x
http://library.ucsd.edu/ark:/20775/bb0888850w	Alcañiz--Teruel--Spain	http://library.ucsd.edu/dc/object/bb69295581
http://library.ucsd.edu/ark:/20775/bb8295062c	Cuenca--Cuenca--Spain	http://library.ucsd.edu/dc/object/bb1161586b
http://library.ucsd.edu/ark:/20775/bb66568189	Chirivella--Castellón--Spain	http://library.ucsd.edu/dc/object/bb63493469
http://library.ucsd.edu/ark:/20775/bb6998120w	Bellús--Valencia--Spain	http://library.ucsd.edu/dc/object/bb9762345z
http://library.ucsd.edu/ark:/20775/bb4404240w	Nules--Castellón--Spain	http://library.ucsd.edu/dc/object/bb8943230g
